x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.2333207130432129,0.6358696222305298,-5.240713107923511e-07,0.3115061819553375,0.618399441242218,-0.0267558973282575,0.366970956325531,0.5217338800430298,-0.0278605557978153,0.3797390460968017,0.4192068874835968,-0.0280835218727588,0.4004356265068054,0.3541830778121948,-0.0240575764328241,0.3397667407989502,0.4363948404788971,0.0019997528288513,0.3413192331790924,0.3675992786884308,-0.0315559655427932,0.3228811919689178,0.4392285346984863,-0.0465494319796562,0.3145760893821716,0.4934896230697632,-0.0485632680356502,0.2938196063041687,0.4260063767433166,0.0068342783488333,0.2947719395160675,0.3547375202178955,-0.0360571853816509,0.2836575508117676,0.4465793371200561,-0.0452191121876239,0.2807535231113434,0.5088803172111511,-0.0368688888847827,0.2510904669761657,0.4248719215393066,0.0046027116477489,0.2484888136386871,0.3663389086723327,-0.0454175658524036,0.2471743077039718,0.4671971499919891,-0.042096447199583,0.2518413364887237,0.532499372959137,-0.0224230047315359,0.2071260511875152,0.4317331910133362,0.0014106321614235,0.2135742902755737,0.385718822479248,-0.0362591668963432,0.2175031900405883,0.4609920382499695,-0.0351072996854782,0.2246941179037094,0.5145718455314636,-0.0219662319868803,A
0.2333492189645767,0.6365664601325989,-4.913747488899389e-07,0.3103986978530884,0.6189630627632141,-0.0284285005182027,0.3675638437271118,0.5232090950012207,-0.0306901540607213,0.380874902009964,0.4211533665657043,-0.0315648838877677,0.4016973972320556,0.355151891708374,-0.028060195967555,0.3378981053829193,0.4365080296993255,-0.0031520940829068,0.3411264419555664,0.3688848614692688,-0.0384070053696632,0.3216375410556793,0.4408999681472778,-0.0532125756144523,0.3122721314430237,0.4970907866954803,-0.0546557232737541,0.2905250191688537,0.4265317618846893,0.001531338202767,0.2932791113853454,0.3534874320030212,-0.0443077683448791,0.2813931703567505,0.4468630850315094,-0.0534782446920871,0.2772865891456604,0.5124310255050659,-0.0442965403199195,0.2459504008293151,0.4261714220046997,-0.000836375169456,0.242725521326065,0.3676017224788666,-0.0519414357841014,0.242866575717926,0.4686153829097748,-0.0482444949448108,0.2485492825508117,0.5350895524024963,-0.0280101392418146,0.200393795967102,0.4336318373680115,-0.0043427315540611,0.2033656537532806,0.388689249753952,-0.0415654778480529,0.2097229361534118,0.4600416123867035,-0.0402773395180702,0.2191356569528579,0.5109009742736816,-0.0272009503096342,A
0.2327957451343536,0.6340941190719604,-5.450067419587867e-07,0.3121998906135559,0.6191859841346741,-0.0248926673084497,0.3665764927864074,0.5227317810058594,-0.0244795586913824,0.3788845241069793,0.4186834394931793,-0.0237122904509305,0.3993383049964905,0.3535683453083038,-0.018752533942461,0.3404513597488403,0.4404222071170807,0.0068633202463388,0.3435295224189758,0.3707706928253174,-0.0252123922109603,0.3263085782527923,0.4399596452713012,-0.0398373045027256,0.3177697360515594,0.4922674596309662,-0.0420023687183856,0.296853244304657,0.4293995201587677,0.0109723750501871,0.3005793690681457,0.3571696579456329,-0.0296964272856712,0.2891649007797241,0.4471637010574341,-0.0388665199279785,0.2848636209964752,0.5063251852989197,-0.0311296805739402,0.2561378180980682,0.4267756640911102,0.0079668322578072,0.2567270696163177,0.3647170662879944,-0.0406987145543098,0.2537358403205871,0.4644787311553955,-0.0371045172214508,0.2560908496379852,0.5280077457427979,-0.0177545715123415,0.2127127945423126,0.4315763115882873,0.004035401623696,0.2216403633356094,0.3835093975067138,-0.0331901721656322,0.2236755937337875,0.4597165882587433,-0.0317326746881008,0.2285404205322265,0.51389479637146,-0.0186527092009782,A
0.2345281392335891,0.6374059915542603,-4.739383143714804e-07,0.3118860721588135,0.6186966300010681,-0.029453108087182,0.3689280152320862,0.5228220820426941,-0.0320238918066024,0.3819867670536041,0.4204236268997192,-0.0324750952422618,0.4031040072441101,0.3554540574550628,-0.0280569624155759,0.3379408717155456,0.4359844326972961,-0.0078066438436508,0.3408551812171936,0.3688255250453949,-0.0424619168043136,0.321704089641571,0.4433797597885132,-0.0548400208353996,0.3117890357971191,0.5010719299316406,-0.0545512735843658,0.2896292507648468,0.4265097379684448,-0.0026680519804358,0.2906896471977234,0.3533727526664734,-0.0482029989361763,0.2800343632698059,0.448792040348053,-0.0558529421687126,0.2760679721832275,0.5140217542648315,-0.0458842366933822,0.2444792240858078,0.4270376563072204,-0.0043217558413743,0.239206850528717,0.3689824044704437,-0.0546746663749218,0.2422125935554504,0.4704606533050537,-0.0499860234558582,0.2489039897918701,0.5361987352371216,-0.0296512581408023,0.1981842815876007,0.4351160824298858,-0.0071685849688947,0.1993470191955566,0.3893226385116577,-0.0431177876889705,0.2086104303598404,0.4576589167118072,-0.0412399321794509,0.219601035118103,0.5055610537528992,-0.0282992292195558,A
0.2335320711135864,0.6358296275138855,-5.164376943866955e-07,0.3125620484352112,0.6169934272766113,-0.0292802192270755,0.3673487901687622,0.5230914354324341,-0.0317383669316768,0.3802281022071838,0.4200972020626068,-0.0332882367074489,0.4037319719791412,0.3556764423847198,-0.0302738342434167,0.3410205245018005,0.4377188086509704,0.0036904052831232,0.3402236104011535,0.3658457398414612,-0.0313312746584415,0.3223254382610321,0.4361656904220581,-0.0475656017661094,0.3159246444702148,0.4916616976261139,-0.0500499159097671,0.2957103252410888,0.4286350011825561,0.0093131372705101,0.2951376140117645,0.3558425605297088,-0.0354310497641563,0.2830887138843536,0.4472687244415283,-0.0458881705999374,0.2814733982086181,0.5101562738418579,-0.0377753488719463,0.2532456219196319,0.4275467991828918,0.0072509697638452,0.249514490365982,0.3672795295715332,-0.0438629351556301,0.2465590983629226,0.4660903513431549,-0.040521066635847,0.2515509724617004,0.5314432382583618,-0.0202249605208635,0.2087275385856628,0.4339829683303833,0.0038484625983983,0.2144776284694671,0.3844913244247436,-0.0336100272834301,0.2163147628307342,0.4572691917419433,-0.0317430607974529,0.2227051258087158,0.5107976198196411,-0.0177621506154537,A
0.2325008064508438,0.6370141506195068,-4.883549422629585e-07,0.3115618228912353,0.6172298192977905,-0.0269893202930688,0.3673313558101654,0.5221383571624756,-0.0284116975963115,0.3809580206871032,0.419061005115509,-0.0292208828032016,0.4040417075157165,0.3539394438266754,-0.0259272772818803,0.3404918611049652,0.4382304847240448,0.0033664668444544,0.3434029817581177,0.37005814909935,-0.0313786044716835,0.3237688243389129,0.439919114112854,-0.0473077110946178,0.3137553930282593,0.4956700801849365,-0.0495109148323535,0.2947567999362945,0.4277034103870392,0.0077764284797012,0.2972539365291595,0.3539543151855469,-0.0373679809272289,0.2841347455978393,0.4460150003433227,-0.0481652580201625,0.2791399657726288,0.5119668245315552,-0.0401234701275825,0.251495212316513,0.4266346991062164,0.0049483319744467,0.2486419528722763,0.3667014539241791,-0.0459542945027351,0.2465952187776565,0.466570109128952,-0.0435079708695411,0.2506688237190246,0.5343981385231018,-0.0238408017903566,0.2056328058242797,0.4326958954334259,0.0010741633595898,0.2114835083484649,0.3858087062835693,-0.0357340201735496,0.2167466431856155,0.4566003084182739,-0.0345244705677032,0.2249088883399963,0.5085176229476929,-0.0213891640305519,A
0.2364352196455001,0.6356322765350342,-4.787290208696504e-07,0.3164523541927337,0.6114668250083923,-0.0278209839016199,0.3706003129482269,0.5143823623657227,-0.0297695659101009,0.3844990134239197,0.4138717353343963,-0.0305127333849668,0.4077869355678558,0.3525704145431518,-0.0268504843115806,0.3426319062709808,0.4320231080055237,-0.0001620809925952,0.343400239944458,0.3666032254695892,-0.0353942178189754,0.3250442743301391,0.4407608211040497,-0.0518542639911174,0.3150448799133301,0.4974917769432068,-0.0546475835144519,0.2939863204956054,0.4214943349361419,0.0050823297351598,0.291816234588623,0.3521232604980469,-0.0402496643364429,0.2816763520240783,0.4476807117462158,-0.050516627728939,0.2797551155090332,0.5120928883552551,-0.0425748787820339,0.249820739030838,0.4221121668815613,0.0032451807055622,0.2441276013851165,0.3657526969909668,-0.0462996028363704,0.2440780103206634,0.4632867574691772,-0.0426815077662467,0.2498135864734649,0.5261945724487305,-0.023096302524209,0.2053227424621582,0.4318773150444031,0.0001940773363457,0.2061972916126251,0.3873127102851867,-0.0349040441215038,0.2119077742099762,0.4553334712982178,-0.0328320525586605,0.2216537147760391,0.5022879242897034,-0.0195987056940794,A
0.2356493175029754,0.6331999897956848,-5.31405078163516e-07,0.3152759373188019,0.6119844317436218,-0.026878397911787,0.3696198463439941,0.5152601599693298,-0.0277702081948518,0.3827930688858032,0.413235992193222,-0.0279054604470729,0.4059230387210846,0.3509859442710876,-0.0237210672348737,0.3452134132385254,0.4325069189071655,0.0050308057107031,0.3456527888774872,0.3645347952842712,-0.0287217795848846,0.3268913626670837,0.4369765222072601,-0.0448906235396862,0.3179606199264526,0.4922671616077423,-0.0477005578577518,0.2988361716270447,0.4220274984836578,0.0102611538022756,0.2983011901378631,0.3526567816734314,-0.0326882638037204,0.2857594490051269,0.4455749988555908,-0.0429254211485385,0.2822056412696838,0.5074774026870728,-0.0353149361908435,0.2558668255805969,0.4208984673023224,0.0082403142005205,0.2523479461669922,0.3620916604995727,-0.0410523675382137,0.2490305304527282,0.4617535769939422,-0.0375678315758705,0.2527364790439605,0.5261540412902832,-0.0179256647825241,0.2112367451190948,0.4282005727291107,0.0050966921262443,0.2160192877054214,0.381574809551239,-0.031187692657113,0.2184523344039917,0.4547778964042663,-0.0291386265307664,0.2252150028944015,0.5063958764076233,-0.0154855195432901,A
0.2362794578075409,0.6347129344940186,-5.100177986605559e-07,0.3167444765567779,0.6141075491905212,-0.0249967742711305,0.3714011013507843,0.5136429667472839,-0.0257331952452659,0.3842404782772064,0.4120006263256073,-0.0259293317794799,0.4075906574726105,0.349203884601593,-0.0219174604862928,0.3425458967685699,0.4316375851631164,0.0012360088294371,0.3474061489105224,0.3633118271827698,-0.0320747829973697,0.3291501402854919,0.4364921748638153,-0.0469042137265205,0.3181678056716919,0.4891806542873382,-0.048917282372713,0.2969996333122253,0.4211372435092926,0.0048686717636883,0.3008781969547272,0.3489786386489868,-0.0372489839792251,0.2889452278614044,0.4428942203521728,-0.0460307635366916,0.2825393080711365,0.504524290561676,-0.0378046333789825,0.254197359085083,0.4206564128398895,0.0017917390214279,0.2547744810581207,0.362527996301651,-0.046030655503273,0.252718061208725,0.4640078246593475,-0.0413959249854087,0.2543428540229797,0.5282542705535889,-0.0215144623070955,0.2095248252153396,0.4275440573692322,-0.0022403905168175,0.2179027795791626,0.3804410696029663,-0.0365520529448986,0.2236144840717315,0.4539682567119598,-0.0333167538046836,0.2298454791307449,0.5053756237030029,-0.0195329599082469,A
0.2355401962995529,0.6343956589698792,-5.285740485305723e-07,0.315655767917633,0.6140018701553345,-0.0266711246222257,0.3713668584823608,0.5155055522918701,-0.0284890830516815,0.3841762542724609,0.4134886562824249,-0.029463080689311,0.4076214730739593,0.3494152128696441,-0.026144852861762,0.3434382677078247,0.4322313964366913,-0.0007756155682727,0.3482915759086609,0.3626523017883301,-0.0351484566926956,0.3295290470123291,0.4355390965938568,-0.0502797663211822,0.3186106979846954,0.4882192015647888,-0.0523058697581291,0.2983143329620361,0.4211115837097168,0.0034769244957715,0.3023489713668823,0.3492896258831024,-0.0398675724864006,0.2886805534362793,0.4438665807247162,-0.0487178526818752,0.2816737592220306,0.505598783493042,-0.0401061177253723,0.256116658449173,0.4197315573692322,0.0008759863558225,0.2564206719398498,0.3622567653656006,-0.0485748499631881,0.2523596584796905,0.4641626179218292,-0.0438805408775806,0.2537006437778473,0.5283838510513306,-0.0233727563172578,0.2120124995708465,0.4258975386619568,-0.0027537331916391,0.2205967307090759,0.3800071179866791,-0.0385176762938499,0.2247356176376342,0.4551658034324646,-0.0354057736694812,0.2304101884365081,0.5071638822555542,-0.0212183538824319,A
